State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,748939,574728,1066460,257207,2399901,275970,15422,1377,25510,617,322,566108,5512,45202
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,1208544,827622,1679655,356511,3599372,443456,20463,932,341,1417,309,897970,8606,48299
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,1202223,731134,1669852,263505,3737588,397870,24129,867,253,1322,358,944555,13763,67087
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,1545831,547850,1748117,345564,4983330,77777,77825,738,413,4149,403,1297273,22411,93784
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,1442370,939254,2106326,275298,4217597,559770,89763,764,323,3282,332,1186028,19383,80434
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,1045585,367712,1096081,317216,2046051,1713405,87522,11446,1268,19560,1929,869721,149034,274653
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,1049463,827305,1590304,286464,3491139,244723,24979,2086,332,312,115,926768,8831,46584
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,802906,607156,1215871,194191,2595321,158887,33463,655,217,459,539,668519,8628,42171
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,1327299,721581,1744978,303902,4023678,307043,145598,1393,863,6320,906,1163932,30438,101450
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,1164122,865303,1757520,271905,3328380,670737,33165,737,255,2235,434,816721,10081,56478
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,1140067,942434,1815643,266858,3673456,334172,21345,658,290,388,267,757821,6153,60812
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,837874,604329,1195494,246709,2637313,342449,34301,1309,554,457,217,604719,8635,47170
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,976428,765265,1493419,248274,3249231,188646,35025,937,241,250,132,789225,7715,53777
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,684320,576756,1055965,205111,2123426,391596,19653,2357,1847,542,146,545913,5261,35036
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,991842,708725,1463508,237059,3150195,220654,18775,266,97,204,206,763746,6151,43611
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,766483,523805,936244,354044,2666950,9025,18879,193,77,160,106,615432,3988,32280
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,679289,478673,953215,204747,2299129,16423,17853,380,114,815,183,527736,4453,24128
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,960926,744729,1442197,263458,3273755,197333,31377,1453,253,569,126,828077,12952,59006
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,1199338,573774,1534166,238946,3733191,86142,109120,288,209,1578,211,1017568,12050,55613
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,39329,23637,50765,12201,47683,2134,35969,94,50381,95,11738,14593,170,1486
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,16424,15286,27123,4587,12333,652,37136,36,452,23,27868,5318,57,885
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,23591,16631,33578,6644,27854,2289,18254,69,776,30,49393,14231,450,1582
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,18429,19615,24372,13672,4859,471,51189,43,121,81,34158,3911,95,969
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,38910,22035,50754,10191,99020,3846,10684,210,24452,104,7277,17157,312,1471
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,14102,8224,19829,2497,28915,2247,9213,33,2932,19,10393,5932,207,742
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,17339,12863,22669,7533,9551,1482,34402,27,193,13,37085,12493,381,1598
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,41263,24509,51157,14615,57027,6148,84397,310,4768,139,22586,30539,2477,7418
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,19554,9007,24430,4131,11842,787,776,1164,34920,72,349,8635,96,494
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,27545,22624,44262,5907,20682,1103,83361,61,778,43,5325,16026,98,888
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,9968,7676,14524,3120,5261,411,5643,27,2577,7,20967,6198,97,392
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,17898,15472,25717,7653,13474,521,8779,28,297,11,59449,5373,139,750
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,28313,14180,34752,7741,31265,1970,8466,328,36087,71,5556,14188,202,887
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,29156,20021,43000,6177,15881,2218,29969,577,3311,49,60005,14204,303,1300
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,445297,116527,439453,122371,492966,1198036,1020,112,49,399,14,84804,2078,25286
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,197542,58264,191671,64135,359145,371033,5924,384,236,871,9,49866,2523,12959
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,469752,138310,471259,136803,1038985,654816,37635,280,341,1673,98,140205,5316,37541
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,246864,77979,241456,83387,327322,597392,1688,431,57,724,19,45444,1166,12084
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,186577,130223,201364,115436,655052,13475,8711,297,911,167,6315,28195,1192,10410
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,368013,192544,391597,168960,1198401,64526,52968,2261,4673,1055,46,136685,8817,34479
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,267118,95455,266376,96197,347878,579929,77862,771,194,477,103,78641,1364,13524
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,309104,170824,331210,148718,917426,90312,50582,1131,3863,530,1347,82345,3073,17636
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,170792,43448,165193,49047,251194,397653,8480,84,490,247,636,44143,1211,10615
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,320746,177872,338635,159983,1008219,54684,21051,1540,2378,719,578,122063,5651,26357
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,428492,200462,421244,207710,877495,601784,33297,319,185,1330,55,122191,3109,23468
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,246193,137248,260482,122959,766000,20290,157789,370,6260,397,3568,53918,1923,11340
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,319798,79373,293392,105779,521962,692489,11990,114,446,524,110,70951,1933,24699
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,236322,104809,253110,88021,529068,252271,101091,93,1718,396,123,41373,1218,14063
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,282250,147745,283533,146462,797130,193476,46217,412,1074,250,2410,60296,1948,15011
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,766728,213270,734993,245005,1225246,1563203,26844,3036,1073,1162,61,195631,5121,45956
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,210202,57421,196773,70850,491582,277488,429,62,27,1004,9,68313,1631,12360
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,537195,233411,558325,212281,1422824,350536,138166,1363,5088,1003,221,133368,4358,31254
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,366623,190573,410188,147008,1181347,48373,76877,1999,16228,837,395,161718,5135,27948
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,708391,361502,696410,373483,1593525,1207442,4116,371,187,1910,63,43290,2561,29796
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,599157,238613,480286,357484,2291133,237353,2218,295,334,775,19,44456,2362,31168
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,1015864,559215,1446636,128443,2545438,786677,15991,5142,309093,30981,1005,589477,23258,69937
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,517817,253263,374097,396983,1772655,250925,6138,139,113,94,1035,62359,1704,22300
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,715345,222837,591811,346371,2554330,407348,2209,402,229,276,57,120373,4644,43127
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,740056,243472,534129,449399,2487866,537098,3556,415,180,1050,32,174534,6764,46929
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,640283,182210,512009,310484,2518216,197819,2165,544,647,1472,48,62153,3661,34658
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,402180,136142,328547,209775,1591454,105423,2125,248,5090,97,57,46760,1784,19324
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,947927,275713,731347,492293,3042729,881476,3534,832,245,236,101,127442,6280,53205
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,1076170,587892,1007057,657005,3876395,488121,3943,913,870,1723,108,112617,6856,57011
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,539586,188615,363111,365090,2119262,436057,2463,271,167,133,28,69375,3707,33596
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,452288,275283,445352,282219,1525746,217621,8443,162,159,87,3438,32633,1839,22414
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,266423,98955,251690,113688,1045117,75742,691,148,248,60,58,27641,1106,11302
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,760522,253044,667602,345964,1684589,1365645,8659,2754,212,507,2141,60900,2941,27263
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,398216,162589,306283,254522,1486989,175588,1253,143,79,86,115,40641,1580,21654
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,421192,107872,384416,144648,531236,1149095,5783,398,183,1476,28,58718,1093,14073
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,240494,86082,201866,124710,956396,40886,487,140,52,78,52,44491,1186,8862
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,496046,281500,443507,334039,1753829,241760,1342,170,60,133,81,23236,1397,23309
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,1105947,530991,1074091,562847,3652168,818912,3262,564,328,442,169,113281,5319,65548
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,327453,99205,233402,193256,1252319,110416,1815,338,95,145,61,90461,2653,17946
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,1195308,352278,910304,637282,4032773,745546,5149,933,288,382,98,180651,10290,73012
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,703405,342015,740949,304471,2669775,198033,1978,393,414,561,64,101378,4156,43848
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,539439,277602,508509,308532,1964620,244394,1299,250,176,279,80,31162,1841,28411
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,999282,479665,797544,681403,3047427,865090,8469,926,1337,296,1895,57546,3495,41143
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,1436411,445475,1371267,510619,5356075,439952,12551,4803,1062,2151,203,546859,40692,132582
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,1260774,476765,1132789,604750,4086453,990349,4865,668,878,464,104,74979,7719,70258
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,803275,340043,776385,366933,1989420,1255641,7989,614,353,1450,650,86058,4170,33664
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,707939,216940,542439,382440,2645415,300487,2889,2569,1584,252,537,114893,4594,36279
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,456724,193174,363326,286572,1629254,266620,1292,197,60,109,8,41342,1668,19415
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,1037576,305824,907433,435967,3800598,452370,2126,554,292,231,112,88021,5379,50918
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,857660,182571,545520,494711,3534772,406449,2330,371,229,322,107,94787,4509,37442
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,151569,73086,148002,76653,596102,37653,313,75,41,43,31,20065,631,8873
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,166693,49679,137804,78568,552492,99342,522,216,73,52,44,10004,478,6698
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,865929,248654,753645,360938,2672311,740101,2897,261,253,188,20,66263,3460,42461
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,730396,202020,462104,470312,2712635,608282,2618,369,407,359,86,52935,3834,37833
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,551718,325964,472649,405033,1809936,409251,3758,271,136,546,42,51028,1845,25078
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,858648,201696,716006,344338,3152346,333980,2203,707,362,246,71,70001,4810,39564
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,328159,75977,385929,18207,852574,51447,8720,138329,1160,1960,246,231204,44283,78113
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,404364,322167,394824,331707,1277975,12413,27951,2099,985,3466,86925,157646,1782,9042
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,111543,94328,103406,102465,371973,6984,236,2387,113,10,7,79146,1574,6281
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,715467,487730,826568,376629,2540763,57973,20745,6373,2979,2357,29122,519704,8566,30892
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,226382,176513,335368,67527,777188,10425,2644,1196,667,3612,3685,148926,1016,4804
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,921729,575076,1206793,290012,3129745,83499,24304,24276,19587,17209,42569,614109,16141,51289
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,263645,223715,291349,196011,629509,15336,189588,474,467,694,14835,76783,567,5755
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,333329,187857,350314,170872,1133176,30195,21059,3666,897,753,15649,202380,4544,18004
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,185483,121588,173057,134014,604259,25878,9398,1391,84,1155,15474,80023,1667,7609
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,291858,207402,340802,158458,1008061,12570,5284,2941,521,1495,1417,212487,961,5614
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,429211,260956,484875,205292,1422986,17332,47653,2117,781,409,1782,297308,3342,13857
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,753843,319126,858825,214144,2239370,227465,17452,7477,121791,12260,1159,547206,38570,96301
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,1099964,657700,1259138,498526,3881485,103038,23181,16707,8397,17137,10680,728556,20261,59523
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,649888,505919,622589,533218,2126195,81442,97432,2303,1287,623,48295,253131,2737,18983
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,94502,11019,101717,3804,171537,16087,2618,169,216,244,79,49249,1316,4543
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,801859,321850,942709,181000,2397056,334858,2586,1110,1291,3841,77,498326,6628,26991
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,239125,88533,269437,58221,622213,57941,134169,618,553,546,166,173951,23440,56266
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,180411,69179,206616,42974,341664,63623,231961,855,542,563,92,138810,17624,44299
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,2127547,467405,2332409,262543,6042416,883238,50754,14542,4518,209287,2055,1456046,126341,273651
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,453642,203497,529153,127986,1410463,99105,919,415,243,2053,40,273331,2538,12765
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,627561,217233,690031,154763,1798794,250919,29789,1524,267,8591,142,378310,9902,32523
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,836268,412332,1012080,236520,2890305,213505,1686,486,281,12659,83,396873,3424,23149
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,468919,158205,526541,100583,1188204,343511,9494,1733,442,4813,342,309091,10257,29531
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,838781,311851,992140,158492,2632574,212863,3457,1410,445,26974,127,500757,7297,28925
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,408075,126901,451951,83025,1319586,57273,3237,1985,497,6405,82,262539,12107,33662
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,646822,200618,721253,126187,1810443,320805,4392,1873,1086,18856,136,386538,11573,30384
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,801859,321850,942709,181000,2397056,334858,2586,1110,1291,3841,77,498326,6628,26991
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,624704,151524,686937,89291,1608921,442355,6192,6353,490,25312,98,403294,9631,31961
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,674586,259397,722134,211849,2000884,264482,26629,1403,300,3479,82,372226,5710,24502
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,588699,223365,698768,113296,1885732,136431,1954,1082,146,7087,88,385609,7759,33731
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,174282,120513,193916,100879,559848,22600,4413,147,80,373,2078,101940,576,4081
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,407881,183953,510004,81830,1225087,78669,5733,2459,601,13386,2823,267679,6726,24397
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,673565,423942,685141,412366,2220974,158513,2863,662,337,5236,131,398937,3456,19753
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,383074,171756,446240,108590,1194745,142797,916,337,66,3602,66,223424,2231,12870
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,174118,57051,195437,35732,549749,33565,500,248,91,515,38,117040,1653,5639
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,1159480,319570,1324783,154267,3397406,361388,5478,1918,1170,33591,269,747352,21785,67370
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,681435,403443,795096,289782,2260560,148563,6375,614,168,11110,52,438606,5262,25425
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,2142819,410723,2405288,148254,5260193,660772,21052,5703,12902,112835,3920,1252452,55694,149331
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,504038,219462,586364,137136,1620282,109681,1419,512,312,22992,128,302068,2975,15309
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,61329,56928,88038,30219,203545,3593,20029,69,32,39,560,29794,137,1393
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,1233312,460161,1360660,332813,3713941,384579,23813,9340,2069,27650,1124,798277,53606,117818
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,516188,227057,577327,165918,1571147,94034,19661,1589,913,13809,1417,329218,11020,31285
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,320120,52019,319475,52664,955096,22143,3705,138202,381,4845,110,199681,12899,32767
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,430678,192328,445675,177331,1611031,15515,873,2401,254,1016,26,266244,5292,25236
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,476933,102296,495316,83913,1588407,161680,9743,34572,640,4883,249,333171,43437,82673
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,263498,105585,286258,82825,779243,8360,996,150969,171,1172,530,153301,3210,13142
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,432456,112260,487441,57275,1408801,70842,9725,15097,944,7451,254,305751,67087,102343
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,488321,203300,531227,160394,1701061,21650,1945,12270,334,3620,33,285004,10132,33400
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,250020,76514,246457,80077,945693,8247,734,1042,105,645,22,168558,5034,19241
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,368277,155145,385851,137571,1276669,23016,889,29103,172,2594,56,222462,5263,23750
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,292696,81203,290663,83236,974520,8232,1769,87558,265,351,70,187349,3724,15301
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,411646,104416,411533,104529,1341002,31650,2049,126207,532,1516,49,267223,11163,29253
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,268556,68224,285904,50876,805175,15970,1943,140395,214,375,106,171908,7356,21951
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,232935,105649,212402,126182,913251,5660,301,1737,75,644,15,135455,2624,13908
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,164865,46614,182831,28648,490702,23451,2583,40951,1008,1626,90,103455,18615,32174
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,328667,83651,339016,73302,1083936,86622,2261,25064,289,4647,99,209965,10024,26719
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,235326,102401,250219,87508,889133,5713,701,1804,202,1525,12,152651,5121,18092
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,272646,73321,288949,57018,1043887,8185,732,3916,200,3491,24,193120,8482,27225
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,369462,132541,399169,102834,940255,9524,2186,338962,370,2256,624,215527,6287,22706
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,155599,132021,111543,94328,103406,102465,371973,6984,236,2387,113,10,7,79146,1574,6281
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,932474,664086,715467,487730,826568,376629,2540763,57973,20745,6373,2979,2357,29122,519704,8566,30892
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,158791,135244,119632,174403,479782,32455,1559,2745,1740,57,14,96082,1615,5117
